timestamp,user,source_ip,destination_ip,failed_logins,request_count,port,data_transferred_mb,session_duration,event_type,login_location,device_count,true_label
2026-09-04 09:18:43,rsingh,10.0.19.126,10.0.5.35,2,20,443,13.28,933,vpn_connection,"Dublin, IE",1,normal
2026-09-04 09:42:58,rsingh,10.0.11.161,10.0.5.22,2,8,53,0.92,2107,email_activity,"Dublin, IE",2,normal
2026-09-04 10:59:58,dgupta,10.0.2.216,10.0.5.27,1,12,53,2.32,183,login_success,"Delhi, IN",1,normal
2026-09-04 13:44:04,rpatel,10.0.18.17,10.0.5.59,0,31,443,0.8,1205,vpn_connection,"Bangalore, IN",1,normal
2026-09-04 13:55:42,svc_backup,10.0.14.224,10.0.5.60,2,4,53,13.31,2489,email_activity,"Dublin, IE",1,normal
2026-09-04 15:14:51,hnair,10.0.13.163,10.0.5.13,0,41,8443,4.57,1650,login_success,"Mumbai, IN",1,normal
2026-09-04 17:47:46,hnair,10.0.5.228,10.0.5.28,2,7,25,8.19,2551,vpn_connection,"Mumbai, IN",1,normal
2026-09-04 18:05:45,tverma,10.0.4.2,10.0.5.15,1,5,22,9.65,2461,file_access,"Pune, IN",2,normal
2026-09-04 19:13:26,mrao,10.0.17.200,10.0.5.41,1,4,22,1.06,2154,file_access,"Hyderabad, IN",1,normal
2026-09-04 19:37:17,ymehta,10.0.11.220,10.0.5.17,0,18,25,0.47,1028,vpn_connection,"Toronto, CA",2,normal
2026-09-05 11:15:29,hnair,10.0.12.41,10.0.5.19,0,8,443,7.56,3345,normal_browsing,"Mumbai, IN",2,normal
2026-09-05 12:12:07,rpatel,10.0.15.25,10.0.5.44,0,42,443,5.78,237,email_activity,"Bangalore, IN",1,normal
2026-09-05 13:14:08,greddy,10.0.17.128,10.0.5.7,0,8,22,7.45,2600,file_access,"Bangalore, IN",2,normal
2026-09-05 13:42:43,asharma,10.0.13.187,10.0.5.12,1,9,443,1.74,1643,database_query,"Sydney, AU",1,normal
2026-09-05 14:24:35,jkhan,10.0.16.16,10.0.5.42,0,45,22,3.77,368,vpn_connection,"Mumbai, IN",2,normal
2026-09-05 15:01:24,kjoshi,10.0.14.46,10.0.5.24,2,12,53,1.19,1176,login_failure,"Bangalore, IN",5,suspicious
2026-09-05 18:41:23,pkumar,10.0.15.232,10.0.5.35,1,8,3389,1.71,950,login_success,"Bangalore, IN",1,normal
2026-09-05 18:50:52,svc_deploy,10.0.5.128,10.0.5.4,0,33,3306,3.08,3592,login_success,"New York, US",2,normal
2026-09-05 19:18:35,aiyer,10.0.5.51,10.0.5.28,2,25,22,9.32,2551,database_query,"Sydney, AU",1,normal
2026-09-05 20:37:44,kjoshi,10.0.1.221,10.0.5.58,1,25,25,5.97,54,email_activity,"Bangalore, IN",1,normal
2026-09-06 08:25:03,svc_deploy,10.0.19.145,10.0.5.14,0,36,53,8.39,331,vpn_connection,"New York, US",2,normal
2026-09-06 09:28:55,nlal,10.0.4.200,10.0.5.53,0,14,3306,22.11,3556,normal_browsing,"Dublin, IE",2,normal
2026-09-06 13:38:16,svc_backup,10.0.2.188,10.0.5.31,1,8,8443,10.63,352,database_query,"Dublin, IE",1,normal
2026-09-06 18:46:15,kjoshi,10.0.15.158,10.0.5.20,2,29,3389,3.72,2217,file_access,"Bangalore, IN",1,normal
2026-09-06 19:08:05,greddy,10.0.10.85,10.0.5.49,1,12,3389,5.55,571,database_query,"Bangalore, IN",1,normal
2026-09-06 20:03:55,pkumar,10.0.11.71,10.0.5.9,0,28,8443,2.29,3074,vpn_connection,"Bangalore, IN",2,normal
2026-09-07 10:10:46,aiyer,10.0.14.204,10.0.5.42,1,42,3306,4859.34,6281,large_data_transfer,"Sydney, AU",2,suspicious
2026-09-07 10:40:56,tverma,10.0.3.212,10.0.5.47,2,41,3306,1693.46,2644,large_data_transfer,"Pune, IN",1,suspicious
2026-09-07 11:29:07,rsingh,10.0.9.173,10.0.5.57,1,34,3306,26.61,2475,vpn_connection,"Dublin, IE",2,normal
2026-09-07 15:25:26,kjoshi,10.0.4.82,10.0.5.29,0,43,53,1.51,1563,file_access,"Bangalore, IN",2,normal
2026-09-07 18:04:28,mrao,10.0.15.176,10.0.5.35,0,9,22,6.24,3174,file_access,"Hyderabad, IN",2,normal
2026-09-07 19:11:49,ymehta,203.0.113.126,10.0.5.23,3,12,3306,15.57,2628,unusual_login_location,"Lagos, NG",1,suspicious
2026-09-07 19:45:14,greddy,45.33.233.242,10.0.5.44,1,33,53,0.22,3492,unusual_login_location,"Auckland, NZ",1,suspicious
2026-09-08 10:25:43,ymehta,10.0.17.238,10.0.5.59,2,20,80,3.54,2646,email_activity,"Toronto, CA",1,normal
2026-09-08 10:36:15,jkhan,10.0.19.215,10.0.5.56,1,44,3306,29.0,1602,normal_browsing,"Mumbai, IN",1,normal
2026-09-08 10:42:33,tverma,10.0.8.107,10.0.5.21,0,4,22,8.81,2594,normal_browsing,"Pune, IN",2,normal
2026-09-08 14:00:39,mrao,10.0.12.63,10.0.5.38,1,12,80,7.62,2174,email_activity,"Hyderabad, IN",1,normal
2026-09-08 15:52:01,greddy,10.0.12.86,10.0.5.45,0,27,53,22.18,3293,normal_browsing,"Bangalore, IN",1,normal
2026-09-08 16:00:35,dgupta,10.0.14.25,10.0.5.16,0,30,80,1.09,2683,file_access,"Delhi, IN",2,normal
2026-09-08 17:46:36,aiyer,10.0.1.68,10.0.5.43,0,45,3389,3.41,284,normal_browsing,"Sydney, AU",1,normal
2026-09-08 17:50:19,rsingh,198.51.100.120,10.0.5.25,1,32,3389,7.01,3030,unusual_login_location,"Jakarta, ID",2,suspicious
2026-09-08 18:44:42,rsingh,10.0.13.35,10.0.5.40,2,6,53,23.0,2319,vpn_connection,"Dublin, IE",1,normal
2026-09-08 19:08:40,hnair,10.0.16.28,10.0.5.57,0,37,53,6.36,1952,vpn_connection,"Mumbai, IN",2,normal
2026-09-08 19:20:49,rsingh,10.0.19.154,10.0.5.7,0,10,22,17.95,3120,database_query,"Dublin, IE",1,normal
2026-09-08 23:45:32,svc_deploy,10.0.14.110,10.0.5.46,3,6,22,5.67,1166,privilege_escalation_attempt,"New York, US",1,suspicious
2026-09-09 14:08:42,tverma,10.0.10.119,10.0.5.22,0,1,25,4.97,2574,database_query,"Pune, IN",1,normal
2026-09-09 15:04:45,tverma,10.0.10.62,10.0.5.19,0,21,80,8.79,596,file_access,"Pune, IN",1,normal
2026-09-09 15:40:53,svc_deploy,10.0.12.43,10.0.5.25,0,14,53,1.46,2904,normal_browsing,"New York, US",1,normal
2026-09-09 15:42:27,jkhan,10.0.16.157,10.0.5.30,1,18,3389,6.3,3122,database_query,"Mumbai, IN",1,normal
2026-09-09 17:43:39,hnair,10.0.4.34,10.0.5.8,1,24,3306,1.63,2314,email_activity,"Mumbai, IN",1,normal
2026-09-09 20:06:46,jkhan,10.0.1.14,10.0.5.26,1,27,22,4467.97,3477,large_data_transfer,"Mumbai, IN",1,suspicious
2026-09-09 20:50:54,jkhan,10.0.14.89,10.0.5.52,1,18,443,7.91,1188,normal_browsing,"Mumbai, IN",1,normal
2026-09-10 03:31:03,svc_monitoring,10.0.5.184,10.0.5.19,4,3,3389,5.11,3493,privilege_escalation_attempt,"Delhi, IN",2,suspicious
2026-09-10 09:59:27,tverma,203.0.113.118,10.0.5.41,16,114,53,8.5,2758,brute_force_attempt,"Pune, IN",2,suspicious
2026-09-10 11:08:30,admin_ops,10.0.5.118,10.0.5.49,1,24,8443,10.46,2905,database_query,"Delhi, IN",2,normal
2026-09-10 11:12:34,svc_backup,10.0.15.37,10.0.5.29,0,18,25,4.62,1053,login_success,"Dublin, IE",2,normal
2026-09-10 11:46:08,svc_deploy,198.51.100.189,10.0.5.3,17,103,22,5.23,534,brute_force_attempt,"New York, US",1,suspicious
2026-09-10 12:07:11,svc_backup,10.0.12.179,10.0.5.11,1,25,8443,2.89,2472,file_access,"Dublin, IE",2,normal
2026-09-10 14:36:53,aiyer,10.0.8.129,10.0.5.37,2,44,3306,3.25,1084,vpn_connection,"Sydney, AU",2,normal
2026-09-10 14:58:46,tverma,10.0.11.71,10.0.5.54,0,37,3306,3529.97,1031,large_data_transfer,"Pune, IN",2,suspicious
2026-09-10 18:04:49,rsingh,10.0.2.195,10.0.5.3,0,13,443,22.54,2574,file_access,"Dublin, IE",1,normal
2026-09-10 18:37:52,admin_ops,10.0.6.98,10.0.5.21,2,45,53,3779.74,6350,large_data_transfer,"Delhi, IN",1,suspicious
2026-09-11 02:53:33,svc_monitoring,10.0.7.93,10.0.5.47,4,19,22,7.75,191,privilege_escalation_attempt,"Delhi, IN",2,suspicious
2026-09-11 10:38:09,nlal,10.0.3.47,10.0.5.51,2,32,25,15.87,3120,database_query,"Dublin, IE",2,normal
2026-09-11 11:53:03,asharma,198.51.100.10,10.0.5.31,3,24,3389,24.88,1152,unusual_login_location,"Vladivostok, RU",1,suspicious
2026-09-11 12:13:03,mrao,10.0.19.190,10.0.5.36,0,21,443,1.3,235,database_query,"Hyderabad, IN",2,normal
2026-09-11 12:13:49,asharma,10.0.5.197,10.0.5.18,0,21,80,18.21,61,vpn_connection,"Sydney, AU",2,normal
2026-09-11 12:35:08,rpatel,10.0.10.114,10.0.5.58,2,32,80,3.65,148,normal_browsing,"Bangalore, IN",1,normal
2026-09-11 13:19:58,bshah,10.0.1.56,10.0.5.14,2,8,25,8.54,1023,normal_browsing,"London, UK",1,normal
2026-09-11 16:29:23,asharma,10.0.2.160,10.0.5.42,2,40,25,15.24,2730,vpn_connection,"Sydney, AU",1,normal
2026-09-11 18:28:51,asharma,198.51.100.25,10.0.5.59,8,93,443,3.67,1918,brute_force_attempt,"Sydney, AU",1,suspicious
2026-09-11 20:07:21,nlal,10.0.6.189,10.0.5.31,2,17,22,18.3,87,normal_browsing,"Dublin, IE",1,normal
2026-09-11 20:08:15,svc_backup,10.0.16.8,10.0.5.25,1,37,3306,8.1,1944,database_query,"Dublin, IE",1,normal
2026-09-11 23:56:51,mrao,198.51.100.163,10.0.5.53,2,1182,31337,11.86,74,network_scan_detected,"Hyderabad, IN",2,suspicious
2026-09-12 00:06:21,admin_ops,198.51.100.251,10.0.5.14,1,686,31337,4.72,17,network_scan_detected,"Delhi, IN",1,suspicious
2026-09-12 08:16:55,aiyer,10.0.16.31,10.0.5.54,0,26,25,1.32,333,database_query,"Sydney, AU",1,normal
2026-09-12 09:28:22,hnair,10.0.19.78,10.0.5.42,1,45,53,10.09,1901,email_activity,"Mumbai, IN",1,normal
2026-09-12 12:44:48,asharma,10.0.10.237,10.0.5.23,0,1,22,13.12,3592,file_access,"Sydney, AU",2,normal
2026-09-12 15:40:34,kjoshi,10.0.6.144,10.0.5.12,1,19,22,3.99,796,email_activity,"Bangalore, IN",2,normal
2026-09-12 15:44:31,aiyer,10.0.12.238,10.0.5.53,1,18,80,1.35,3008,vpn_connection,"Sydney, AU",1,normal
2026-09-12 19:19:57,ymehta,10.0.1.13,10.0.5.22,0,19,3306,17.56,1565,vpn_connection,"Toronto, CA",1,normal
2026-09-12 19:28:35,nlal,10.0.14.145,10.0.5.2,0,5,22,0.48,2264,login_success,"Dublin, IE",1,normal
2026-09-12 19:50:22,ymehta,10.0.6.37,10.0.5.48,1,32,22,11.08,2250,normal_browsing,"Toronto, CA",1,normal
2026-09-12 20:19:38,rpatel,10.0.19.237,10.0.5.20,1,8,25,0.14,2850,email_activity,"Bangalore, IN",2,normal
2026-09-12 20:30:49,hnair,10.0.3.6,10.0.5.39,8,1,53,5.83,913,login_failure,"Mumbai, IN",4,suspicious
2026-09-12 20:34:30,svc_deploy,10.0.8.219,10.0.5.16,0,10,25,1.5,266,database_query,"New York, US",2,normal
2026-09-12 20:43:19,svc_backup,203.0.113.57,10.0.5.55,11,70,80,0.35,2942,brute_force_attempt,"Dublin, IE",1,suspicious
2026-09-13 04:12:53,greddy,10.0.16.140,10.0.5.21,2,32,443,0.52,399,privilege_escalation_attempt,"Bangalore, IN",1,suspicious
2026-09-13 08:02:19,svc_backup,10.0.16.31,10.0.5.8,0,35,22,0.36,1621,vpn_connection,"Dublin, IE",1,normal
2026-09-13 09:08:17,admin_ops,10.0.20.164,10.0.5.39,1,21,8443,0.74,2476,database_query,"Delhi, IN",1,normal
2026-09-13 09:15:49,rpatel,10.0.12.94,10.0.5.26,1,3,22,9.02,2811,vpn_connection,"Bangalore, IN",1,normal
2026-09-13 12:47:28,svc_backup,192.0.2.70,10.0.5.48,3,39,80,8.74,799,unusual_login_location,"Jakarta, ID",1,suspicious
2026-09-13 14:34:45,dgupta,10.0.8.130,10.0.5.37,2,23,80,3.16,1656,normal_browsing,"Delhi, IN",1,normal
2026-09-13 17:40:17,bshah,10.0.14.98,10.0.5.30,0,41,80,7.74,1680,database_query,"London, UK",1,normal
2026-09-13 19:40:01,jkhan,10.0.3.193,10.0.5.35,0,25,8443,1.75,1888,email_activity,"Mumbai, IN",1,normal
2026-09-13 20:14:55,jkhan,10.0.13.249,10.0.5.56,1,24,80,4.56,3268,vpn_connection,"Mumbai, IN",1,normal
2026-09-13 20:36:19,mrao,10.0.3.65,10.0.5.9,1,27,3389,13.06,3207,database_query,"Hyderabad, IN",2,normal
2026-09-14 03:50:55,hnair,198.51.100.43,10.0.5.30,0,414,31337,12.79,14,network_scan_detected,"Mumbai, IN",1,suspicious
2026-09-14 08:15:26,pkumar,10.0.20.119,10.0.5.6,0,32,443,0.4,2618,database_query,"Bangalore, IN",1,normal
2026-09-14 08:41:34,hnair,10.0.1.250,10.0.5.7,0,11,8443,2.85,2019,vpn_connection,"Mumbai, IN",1,normal
2026-09-14 09:33:09,dgupta,10.0.8.51,10.0.5.41,1,17,3306,6.82,1124,vpn_connection,"Delhi, IN",1,normal
2026-09-14 09:42:27,svc_monitoring,10.0.12.110,10.0.5.28,1,4,80,6.05,278,vpn_connection,"Delhi, IN",1,normal
2026-09-14 10:28:29,svc_backup,192.0.2.106,10.0.5.9,2,23,3389,7.25,1881,unusual_login_location,"Vladivostok, RU",1,suspicious
2026-09-14 10:28:29,asharma,10.0.1.247,10.0.5.29,0,45,22,16.89,2692,email_activity,"Sydney, AU",1,normal
2026-09-14 10:34:25,rsingh,10.0.17.34,10.0.5.48,0,1,443,18.41,1252,vpn_connection,"Dublin, IE",2,normal
2026-09-14 10:54:04,svc_monitoring,10.0.15.46,10.0.5.59,2,29,80,10.52,3349,normal_browsing,"Delhi, IN",1,normal
2026-09-14 12:11:37,asharma,10.0.9.11,10.0.5.8,1,28,3306,13.32,3014,email_activity,"Sydney, AU",2,normal
2026-09-14 12:27:10,aiyer,10.0.15.2,10.0.5.48,2,17,22,0.27,2109,login_success,"Sydney, AU",1,normal
2026-09-14 13:22:54,greddy,10.0.15.160,10.0.5.13,2,20,80,15.44,2782,file_access,"Bangalore, IN",1,normal
2026-09-15 08:41:49,asharma,10.0.19.69,10.0.5.43,0,37,8443,1.75,2561,normal_browsing,"Sydney, AU",1,normal
2026-09-15 09:05:27,jkhan,10.0.4.192,10.0.5.49,0,9,443,21.34,2432,database_query,"Mumbai, IN",1,normal
2026-09-15 09:08:48,svc_monitoring,10.0.4.152,10.0.5.48,1,23,8443,13.36,1318,file_access,"Delhi, IN",1,normal
2026-09-15 13:06:35,aiyer,10.0.13.74,10.0.5.18,2,43,22,3.4,1395,login_success,"Sydney, AU",1,normal
2026-09-15 14:24:38,admin_ops,10.0.15.137,10.0.5.18,1,1,80,9.95,2822,database_query,"Delhi, IN",1,normal
2026-09-15 15:22:26,bshah,10.0.11.84,10.0.5.44,0,11,3306,10.55,1716,normal_browsing,"London, UK",2,normal
2026-09-15 16:15:17,aiyer,10.0.16.56,10.0.5.36,0,37,25,3.0,1025,vpn_connection,"Sydney, AU",2,normal
2026-09-15 18:23:16,nlal,10.0.3.97,10.0.5.44,2,11,443,10.9,1653,normal_browsing,"Dublin, IE",1,normal
2026-09-15 19:51:06,svc_deploy,10.0.4.82,10.0.5.25,0,9,8443,3.66,3198,file_access,"New York, US",1,normal
2026-09-15 23:27:12,rpatel,198.51.100.215,10.0.5.40,1,1013,8081,1.62,75,network_scan_detected,"Bangalore, IN",1,suspicious
2026-09-16 09:26:21,tverma,10.0.16.27,10.0.5.45,0,1,22,6.58,1696,normal_browsing,"Pune, IN",2,normal
2026-09-16 09:52:42,cfernandes,10.0.2.197,10.0.5.2,1,9,3389,8.49,308,normal_browsing,"Mumbai, IN",1,normal
2026-09-16 12:24:55,svc_backup,10.0.20.109,10.0.5.17,0,21,3306,0.23,807,file_access,"Dublin, IE",2,normal
2026-09-16 12:31:38,rpatel,10.0.16.75,10.0.5.36,0,7,8443,2.15,578,email_activity,"Bangalore, IN",1,normal
2026-09-16 12:45:05,pkumar,10.0.12.238,10.0.5.30,2,17,25,8.73,906,file_access,"Bangalore, IN",1,normal
2026-09-16 13:00:31,admin_ops,10.0.5.51,10.0.5.54,1,36,25,15.34,1705,normal_browsing,"Delhi, IN",2,normal
2026-09-16 13:32:04,greddy,10.0.10.120,10.0.5.30,0,4,3306,5.82,3436,email_activity,"Bangalore, IN",1,normal
2026-09-16 17:04:15,hnair,10.0.10.60,10.0.5.49,0,28,80,8.22,3144,normal_browsing,"Mumbai, IN",1,normal
2026-09-16 20:14:08,svc_backup,198.51.100.212,10.0.5.27,10,29,80,13.93,2415,brute_force_attempt,"Dublin, IE",2,suspicious
2026-09-17 00:34:12,bshah,192.0.2.245,10.0.5.2,1,1483,4444,5.24,98,network_scan_detected,"London, UK",2,suspicious
2026-09-17 01:34:22,asharma,203.0.113.245,10.0.5.23,0,829,1337,0.39,18,network_scan_detected,"Sydney, AU",2,suspicious
2026-09-17 09:22:35,svc_backup,10.0.3.154,10.0.5.40,0,25,443,5.69,1225,vpn_connection,"Dublin, IE",2,normal
2026-09-17 10:47:59,kjoshi,10.0.11.202,10.0.5.28,2,16,53,0.64,682,normal_browsing,"Bangalore, IN",1,normal
2026-09-17 11:10:40,svc_monitoring,192.0.2.252,10.0.5.7,13,82,53,0.31,3244,brute_force_attempt,"Delhi, IN",1,suspicious
2026-09-17 11:23:31,svc_backup,10.0.20.116,10.0.5.13,7,38,3306,10.81,1440,login_failure,"Dublin, IE",6,suspicious
2026-09-17 12:28:23,jkhan,10.0.9.28,10.0.5.10,0,12,8443,12.77,1868,database_query,"Mumbai, IN",2,normal
2026-09-17 13:41:06,svc_backup,10.0.6.240,10.0.5.49,0,34,22,21.18,2290,file_access,"Dublin, IE",1,normal
2026-09-17 14:03:10,jkhan,10.0.19.201,10.0.5.15,0,42,3389,1710.88,3954,large_data_transfer,"Mumbai, IN",1,suspicious
2026-09-17 15:06:18,rsingh,10.0.14.237,10.0.5.7,0,10,3306,3.8,1307,email_activity,"Dublin, IE",2,normal
2026-09-17 15:54:20,aiyer,10.0.6.126,10.0.5.15,0,17,3306,3.25,1175,database_query,"Sydney, AU",1,normal
2026-09-17 15:58:04,kjoshi,10.0.11.149,10.0.5.29,1,26,8443,1.03,1215,login_success,"Bangalore, IN",2,normal
2026-09-17 16:12:05,hnair,10.0.8.186,10.0.5.28,1,36,3389,4.04,2858,vpn_connection,"Mumbai, IN",2,normal
2026-09-17 16:30:00,admin_ops,192.0.2.236,10.0.5.41,0,9,3306,6.16,2966,unusual_login_location,"Reykjavik, IS",1,suspicious
2026-09-17 17:55:43,nlal,10.0.2.235,10.0.5.40,2,32,53,6.69,3207,file_access,"Dublin, IE",1,normal
2026-09-17 19:08:44,dgupta,203.0.113.43,10.0.5.33,8,115,53,9.78,713,brute_force_attempt,"Delhi, IN",1,suspicious
2026-09-17 19:21:52,asharma,10.0.4.254,10.0.5.57,1,45,22,9.8,1986,login_success,"Sydney, AU",1,normal
